Código Tabela Campo;Nome;Descrição;Código Tabela
54110;LogIns;Instância do log;1584
54111;WasRead;Foi lido;1584
54112;WFInstID;ID de instância do fluxo de trabalho;1585
54113;TaskID;ID da tarefa;1585
54114;LineID;ID da linha;1585
54115;ObjectType;Tipo de objeto;1585
54116;ObjKey;Chave do objeto;1585
54117;Command;Comando;1585
54118;LogIns;Instância do log;1585
54119;ObjSubType;Subtipo do objeto;1585
5412;ExpnsBlckF;Valor reservado do frete (ME);159
54120;WFInstID;ID de instância do fluxo de trabalho;1586
54121;TaskID;ID da tarefa;1586
54122;LineID;ID da linha;1586
54123;Note;Nota;1586
54124;Creator;Criador;1586
54125;NoteDate;Data da nota;1586
54126;Access;Acessibilidade;1586
54127;WFInstID;ID de instância do fluxo de trabalho;1587
54128;TaskID;ID da tarefa;1587
54129;LineID;ID da linha;1587
5413;ExpnsBlckS;Valor reservado de despesas adicionais (MS);159
54130;ObjectType;Tipo de objeto;1587
54131;ObjKey;Chave do objeto;1587
54132;LogIns;Instância do log;1587
54133;OutParamID;ID do objeto no mecanismo do fluxo de trabalho;1587
54134;WFInstID;ID de instância do fluxo de trabalho;1588
54135;TaskID;ID da tarefa;1588
54136;LineID;ID da linha;1588
54137;InputID;ID da entrada;1588
54138;SrcFld;Campo de origem;1588
54139;TgtFld;Campo destino;1588
5414;WTBlocked;Valor IRF reservado;159
54140;DocEntry;Nº interno do documento;1589
54141;LineNum;Nº da linha;1589
54142;ItemCode;Nº do item;1589
54143;BaseQty;Quantidade base;1589
54144;PlannedQty;Quantidade planejada - linhas;1589
54145;IssuedQty;Quantidade saída;1589
54146;IssueType;Tipo de emissão da ordem de produção;1589
54147;wareHouse;Depósito;1589
54148;VisOrder;Seqüência visual;1589
54149;WipActCode;CódCta.proc.em andamto.;1589
5415;WTBlockedF;Valor IRF reservado (ME);159
54150;CompTotal;Total completo;1589
54151;OcrCode;Regra distribuição;1589
54152;OcrCode2;Regra distribuição 2;1589
54153;OcrCode3;Regra distribuição 3;1589
54154;OcrCode4;Regra distribuição 4;1589
54155;OcrCode5;Regra distribuição 5;1589
54156;LocCode;Código local;1589
54157;Project;Código do projeto;1589
54158;UomEntry;Entrada de unidade de medida;1589
54159;UomCode;Código da UM;1589
5416;WTBlockedS;Valor IRF reservado (MS);159
54160;ItemType;Tipo de item;1589
54161;AdditQty;Quantidade adicional;1589
54162;LineText;Texto da linha;1589
54163;PickStatus;Status do picking;1589
54164;PickQty;Quantidade de picking;1589
54165;PickIdNo;Nº de ID da lista de picking;1589
54166;ReleaseQty;Quantidade liberada;1589
54167;ResAlloc;Alocação de recursos;1589
54168;StartDate;Data de início;1589
54169;DocEntry;Nº interno do documento;1590
5417;InstPrcnt;% da prestação;159
54170;BaseEntry;Entrada da base de ordem de produção;1590
54171;BaseNum;Número da base de ordem de produção;1590
54172;DocEntry;Nº interno do documento;1591
54173;LineNum;Nº da linha;1591
54174;LayerID;ID camada;1591
54175;Quantity;Quantidade;1591
54176;RToStock;Valor de reavaliação lançado no estoque;1591
54177;RToStockSc;Montante de reavaliação lançado no estoque - MS;1591
54178;WhsCode;Código de depósito;1591
54179;IVLTransSe;Nº sequencial da transação IVL;1591
5418;DunWizBlck;Wizard dunning block;159
54180;IVLLayerID;ID da camada IVL;1591
54181;SnbSysNum;Número do sistema SNB;1591
54182;AbsEntry;Nº interno;1592
54183;DsbrdEntry;Entrada de dashboard;1592
54184;Type;Tipo;1592
54185;FldName;Nome do campo;1592
54186;FldMethod;Método do campo;1592
54187;Operator;Operador;1592
54188;DbType;Tipo de banco de dados;1592
54189;SqlType;Tipo de SQL;1592
5419;DunDate;Data da última advertência;159
54190;FromValue;Do valor;1592
54191;ToValue;Até valor;1592
54192;DftValue;Valor padrão;1592
54193;ParamType;Tipo de parâmetro;1592
54194;UdqPh;Caractere de preenchimento do parâmetro UDQ;1592
54195;AbsEntry;Nº interno;1593
54196;FltEntry;Número do filtro ou parâmetro;1593
54197;Value;Valor discreto;1593
54198;AbsEntry;Internal Number;1594
54199;DsbrdEntry;Dashboard Entry;1594
542;Factor1;Fator 1;35
5420;Paid;Pago;159
54200;FldName;Field Name;1594
54201;FldMethod;Método do campo;1594
54202;DbType;Database Type;1594
54203;AbsEntry;Internal Number;1595
54204;FldEntry;Field Entry;1595
54205;LineId;Nº da linha;1597
54206;WtAbsEntry;Nº interno;1597
54207;WTPercent;Taxa de IRF;1597
54208;SumVatAmnt;Total do valor de IVA;1597
54209;SumDocTot;Soma do valor total do documento;1597
5421;PaidFrgn;Pago (ME);159
54210;SumBaseAmn;Total do valor base;1597
54211;SumAccumAm;Total do valor acumulado;1597
54212;BaseLineId;Nº da linha de base;1598
54213;LineId;Nº da linha;1598
54214;DocEntry;Nº interno;1598
54215;DocObjType;Tipo de objeto de documento;1598
54216;VatAmnt;Valor do IVA;1598
54217;DocTot;Valor total do documento;1598
54218;WTBaseAmnt;Valor base de imposto retido;1598
54219;WTAccAmnt;Montante acumulado;1598
5422;PaidSc;Pago (MS);159
54220;WTPercpAm;Valor de percepção do IRF;1598
54221;LineNum;Nº da linha;1599
54222;DateFrom;Efetivo desde;1599
54223;EfctFrom;Efetivo desde;1600
54224;ValueFrom;Valor de;1600
54225;Rate;Taxa;1600
54226;WTCur;Moeda;1600
54227;LineNum;Nº da linha;1600
54228;LineId;Nº da linha;1601
54229;WTCode;Código IRF;1601
5423;reserved;Reservado;159
54230;KeyPart1;Parte chave 1 de PN;1601
54231;KeyPart2;Parte chave 2 de PN;1601
54232;DateFrom;Data efetiva de início;1601
54233;DateTo;Data efetiva de término;1601
54234;Rate;Taxa de câmbio;1601
54235;DetailType;Tipo de informação detalhada;1601
54236;LineId;Nº da linha;1602
54237;WTCode;Código IRF;1602
54238;ItemCode;Nº do item;1602
54239;DateFrom;Data efetiva de início;1602
5424;TaxOnExp;Imposto sobre despesas;159
54240;DateTo;Data efetiva de término;1602
54241;LineId;Nº da linha;1603
54242;WTCode;Código IRF;1603
54243;ExpnsCode;Código de despesas adicionais;1603
54244;DateFrom;Data efetiva de início;1603
54245;DateTo;Data efetiva de término;1603
54246;WtmCode;Código;1605
54247;WstCode;Etapa;1605
54248;SortId;Cód.de ordenação;1605
54249;WtmCode;Código;1606
5425;TaxOnExpFc;Imposto sobre despesas (ME);159
54250;WtmCode;Código;1607
54251;CondId;Nº da condição;1607
54252;opCode;Relação;1607
54253;WtmCode;Code;1608
54254;DocEntry;ID documento interno;1609
54255;LineNum;Nº da linha;1609
54256;TargetType;Tipo de documento de destino;1609
54257;TrgetEntry;ID interno documento destino;1609
54258;BaseRef;Referência do documento base;1609
54259;BaseType;Tipo de documento base;1609
5426;TaxOnExpSc;Imposto sobre despesas (MS);159
54260;BaseEntry;ID interno do documento base;1609
54261;BaseLine;Linha de base;1609
54262;LineStatus;Status da linha;1609
54263;ItemCode;Nº do item;1609
54264;Dscription;Descrição do item/serviço;1609
54265;Quantity;Quantidade;1609
54266;ShipDate;Linha da data de entrega;1609
54267;OpenQty;Quantidade em aberto restante;1609
54268;Price;Preço após desconto;1609
54269;Currency;Moeda do preço;1609
5427;TaxOnExpAp;Imposto sobre despesas aplicado;159
54270;Rate;Taxa de câmbio;1609
54271;DiscPrcnt;% de desconto por linha;1609
54272;LineTotal;Total da linha;1609
54273;TotalFrgn;Total da linha (ME);1609
54274;OpenSum;Valor em aberto;1609
54275;OpenSumFC;Valor em aberto (ME);1609
54276;VendorNum;Nº do catálogo do fornecedor;1609
54277;SerialNum;Nº de série;1609
54278;WhsCode;Código de depósito;1609
54279;SlpCode;Código do vendedor;1609
5428;TaxOnExApF;Imposto sobre despesas aplicado (ME);159
54280;Commission;Percentual de comissão;1609
54281;TreeType;Tipo de estrutura de produtos;1609
54282;AcctCode;Código da conta;1609
54283;TaxStatus;Definição de imposto;1609
54284;GrossBuyPr;Preço base para lucro bruto;1609
54285;PriceBefDi;Preço unitário;1609
54286;DocDate;Data de lançamento;1609
54287;OpenCreQty;Valor da nota de crédito;1609
54288;UseBaseUn;Unidade de medida de estoque;1609
54289;SubCatNum;Nº do catálogo do cliente/fornecedor;1609
5429;TaxOnExApS;Imposto sobre despesas aplicado (MS);159
54290;BaseCard;Código do PN base;1609
54291;TotalSumSy;Total da linha (MS);1609
54292;OpenSumSys;Valor em aberto (MS);1609
54293;InvntSttus;Status do depósito;1609
54294;OcrCode;Centro de lucro;1609
54295;Project;Código do projeto;1609
54296;CodeBars;Código de barras;1609
54297;VatPrcnt;Taxa de imposto por linha;1609
54298;VatGroup;Definição de imposto;1609
54299;PriceAfVAT;Preço bruto;1609
543;Factor2;Fator 2;35
5430;TaxOnExBlo;Imposto reservado sobre o valor das despesas adicionais;159
54300;Height1;Altura 1;1609
54301;Hght1Unit;Unidade de altura 1;1609
54302;Height2;Altura 2;1609
54303;Hght2Unit;Unidade de altura 2;1609
54304;Width1;Largura 1;1609
54305;Wdth1Unit;Unidade de largura 1;1609
54306;Width2;Largura 2;1609
54307;Wdth2Unit;Unidade de largura 2;1609
54308;Length1;Comprimento 1;1609
54309;Len1Unit;Unidade de comprimento 1;1609
5431;TaxOnExBlF;Imposto reservado sobre valor do frete (ME);159
54310;length2;Comprimento 2;1609
54311;Len2Unit;Unidade de comprimento 2;1609
54312;Volume;Volume;1609
54313;VolUnit;Unidade de medida de volume;1609
54314;Weight1;Peso 1;1609
54315;Wght1Unit;Unidade de peso 1;1609
54316;Weight2;Peso 2;1609
54317;Wght2Unit;Unidade de peso 2;1609
54318;Factor1;Fator 1;1609
54319;Factor2;Fator 2;1609
5432;TaxOnExBlS;Imposto reservado sobre valor do frete (MS);159
54320;Factor3;Fator 3;1609
54321;Factor4;Fator 4;1609
54322;PackQty;Quantidade para embalagem;1609
54323;UpdInvntry;Atualização do depósito;1609
54324;BaseDocNum;Nº do documento base;1609
54325;BaseAtCard;Documento base do cliente/fornecedor;1609
54326;SWW;Identificador adicional;1609
54327;VatSum;Imposto total;1609
54328;VatSumFrgn;Valor do imposto (ME);1609
54329;VatSumSy;Valor do imposto (MS);1609
5433;LvlUpdDate;Data atualização nível de advertência;159
54330;FinncPriod;Período contábil;1609
54331;ObjType;Tipo de objeto;1609
54332;BlockNum;Nº do bloqueio;1609
54333;ImportLog;Log de importação;1609
54334;DedVatSum;Valor de imposto dedutível;1609
54335;DedVatSumF;Valor de imposto dedutível (ME);1609
54336;DedVatSumS;Valor de imposto dedutível (MS);1609
54337;IsAqcuistn;Imposto de compras;1609
54338;DistribSum;Valor distribuído;1609
54339;DstrbSumFC;Valor distribuído (ME);1609
5434;Ordered;Pagamento solicitado;159
54340;DstrbSumSC;Valor distribuído (MS);1609
54341;GrssProfit;Lucro bruto de linha;1609
54342;GrssProfSC;Lucro bruto de linha (MS);1609
54343;GrssProfFC;Lucro bruto de linha (ME);1609
54344;VisOrder;Sequência visual;1609
54345;INMPrice;Último preço de venda do item (OINM);1609
54346;PoTrgNum;Nº de destino do pedido;1609
54347;PoTrgEntry;ID interno de destino do pedido;1609
54348;DropShip;Expedição direta;1609
54349;PoLineNum;Nº da linha de destino do pedido de compra;1609
5435;PaidDpm;Pago por adiantamento;159
54350;Address;Endereço;1609
54351;TaxCode;Código de imposto;1609
54352;TaxType;Tipo de imposto;1609
54353;OrigItem;Item original;1609
54354;BackOrdr;Permitir ordem em atraso;1609
54355;FreeTxt;Texto livre;1609
54356;PickStatus;Status do picking;1609
54357;PickOty;Quantidade de picking;1609
54358;PickIdNo;Nº de ID da lista de picking;1609
54359;TrnsCode;Método de envio;1609
5436;PaidDpmFc;Pago por adiantamento (ME);159
54360;VatAppld;Imposto utilizado;1609
54361;VatAppldFC;Imposto utilizado (ME);1609
54362;VatAppldSC;Imposto utilizado (MS);1609
54363;BaseQty;Quantidade base;1609
54364;BaseOpnQty;Quantidade base pendente;1609
54365;VatDscntPr;% do desconto de imposto;1609
54366;WtLiable;Sujeito a IRF;1609
54367;DeferrTax;Imposto diferido;1609
54368;EquVatPer;% taxa compensatória;1609
54369;EquVatSum;Taxa compensatória total;1609
5437;DocEntry;ID interno do documento;160
54370;EquVatSumF;Taxa compensatória total (ME);1609
54371;EquVatSumS;Taxa compensatória total (MS);1609
54372;LineVat;Valor de imposto líquido;1609
54373;LineVatlF;Valor de imposto líquido (ME);1609
54374;LineVatS;Valor de imposto líquido (MS);1609
54375;unitMsr;Unidade;1609
54376;NumPerMsr;Valor da unidade de medida;1609
54377;CEECFlag;Nota fiscal de correção real/prevista;1609
54378;ToStock;Valor da nota fiscal de correção para inventário;1609
54379;ToDiff;Valor da nota fiscal de correção para diferença;1609
5438;PackageNum;Nº da embalagem;160
54380;ExciseAmt;Valor do imposto seletivo;1609
54381;TaxPerUnit;Imposto por unidade;1609
54382;TotInclTax;Total incluindo IVA;1609
54383;CountryOrg;País de origem;1609
54384;StckDstSum;Total de distribuição do estoque;1609
54385;ReleasQtty;Quantidade liberada;1609
54386;LineType;Tipo de linha;1609
54387;TranType;Tipo de transação;1609
54388;Text;Texto;1609
54389;OwnerCode;Autor do documento;1609
5439;PackageTyp;Tipo de embalagem;160
54390;StockPrice;Custo do item;1609
54391;ConsumeFCT;Previsão de vendas ao consumidor;1609
54392;LstByDsSum;Total da última compra distribuído;1609
54393;StckINMPr;Preço do estoque;1609
54394;LstBINMPr;Último preço de compra do diário do inventário;1609
54395;StckDstFc;Total de distribuição do estoque (ME);1609
54396;StckDstSc;Total de distribuição do estoque (MS);1609
54397;LstByDsFc;Total da última compra distribuído (ME);1609
54398;LstByDsSc;Total da última compra distribuído (MS);1609
54399;StockSum;Total em estoque;1609
544;Factor3;Fator 3;35
5440;Weight;Peso;160
54400;StockSumFc;Total em estoque ME;1609
54401;StockSumSc;Total em estoque MS;1609
54402;StckSumApp;Total em estoque aplicado;1609
54403;StckAppFc;Total em estoque aplicado ME;1609
54404;StckAppSc;Total em estoque aplicado MS;1609
54405;ShipToCode;Código do destinatário;1609
54406;ShipToDesc;Descrição do envio;1609
54407;StckAppD;Distribuição de estoque - total aplicado;1609
54408;StckAppDFC;Distribuição de estoque - total aplicado (ME);1609
54409;StckAppDSC;Distribuição de estoque - total aplicado (MS);1609
5441;WeightUnit;UM;160
54410;BasePrice;Preço para cálculo total;1609
54411;GTotal;Total bruto;1609
54412;GTotalFC;Total bruto (ME);1609
54413;GTotalSC;Bruto total (MS);1609
54414;DistribExp;Distribuir despesas adicionais;1609
54415;DescOW;Descrição sobregravada;1609
54416;DetailsOW;Observações sobregravadas;1609
54417;GrossBase;Método básico para lucro bruto;1609
54418;VatWoDpm;Imposto antes de adiant.aplicado;1609
54419;VatWoDpmFc;Imposto antes do adiantamento aplicado (ME);1609
5442;DocEntry;ID interno do documento;161
54420;VatWoDpmSc;Imposto antes do adiantamento aplicado (MS);1609
54421;CFOPCode;Código CFOP para documento;1609
54422;CSTCode;Código CST para ICMS;1609
54423;Usage;Código de utilização para documento;1609
54424;TaxOnly;Só imposto;1609
54425;WtCalced;Imposto retido na fonte calculado;1609
54426;QtyToShip;Quantidade a expedir;1609
54427;DelivrdQty;Quantidade fornecida;1609
54428;OrderedQty;Quantidade pedida;1609
54429;CogsOcrCod;Código centro de lucro CPV;1609
5443;PackageNum;Nº da embalagem;161
54430;CiOppLineN;Nº da linha associada;1609
54431;CogsAcct;CPV código conta;1609
54432;ChgAsmBoMW;Modif.depósito p/montagem EP analítica;1609
54433;ActDelDate;Data real de entrega;1609
54434;OcrCode2;Código de custos 2;1609
54435;OcrCode3;Código de custos 3;1609
54436;OcrCode4;Código de custos 4;1609
54437;OcrCode5;Código de custos 5;1609
54438;TaxDistSum;Valor distribuído de imposto;1609
54439;TaxDistSFC;Valor distribuído de imposto (ME);1609
5444;ItemCode;Nº do item;161
54440;TaxDistSSC;Valor distribuído de imposto (MS);1609
54441;PostTax;Adicionar imposto no custo do item;1609
54442;Excisable;Sujeito a imposto seletivo [sim/não];1609
54443;AssblValue;Valor estipulável;1609
54444;RG23APart1;RG23A nº parte1;1609
54445;RG23APart2;RG23A nº parte2;1609
54446;RG23CPart1;RG23C nº parte1;1609
54447;RG23CPart2;RG23C nº parte2;1609
54448;CogsOcrCo2;Código do centro de lucro de custo de produtos vendidos 2;1609
54449;CogsOcrCo3;Código do centro de lucro de custo de produtos vendidos 3;1609
5445;Quantity;Quantidade;161
54450;CogsOcrCo4;Código do centro de lucro de custo de produtos vendidos 4;1609
54451;CogsOcrCo5;Código do centro de lucro de custo de produtos vendidos 5;1609
54452;LnExcised;Linha sujeita a imposto seletivo;1609
54453;LocCode;Código local;1609
54454;StockValue;Valor total CPV;1609
54455;GPTtlBasPr;Preço base total para lucro;1609
54456;unitMsr2;Unidade de medida de compra/vendas se unidade de medida básica;1609
54457;NumPerMsr2;Valor da unidade de medida de compra/vendas se unidade de medida básica;1609
54458;SpecPrice;Tipo de origem do preço;1609
54459;CSTfIPI;CST para código IPI;1609
5446;ObjType;Tipo de objeto;161
54460;CSTfPIS;CST para código PIS;1609
54461;CSTfCOFINS;CST para código COFINS;1609
54462;ExLineNo;N°LinhaIsen.;1609
54463;isSrvCall;Criado a partir do chamado de serviço;1609
54464;PQTReqQty;Oferta de compra: quantidade necessária;1609
54465;PQTReqDate;Oferta de compra: data necessária;1609
54466;PcDocType;Tipo de documento da confirmação de compra;1609
54467;PcQuantity;Quantidade da confirmação de compra;1609
54468;LinManClsd;Linha fechada manualmente;1609
54469;VatGrpSrc;Fonte do grupo de IVA;1609
5447;UomEntry;Entrada de unidade de medida;161
54470;NoInvtryMv;Sem movimento de estoque;1609
54471;ActBaseEnt;Entrada do documento base real;1609
54472;ActBaseLn;Número da linha base real;1609
54473;ActBaseNum;Número do documento base real;1609
54474;OpenRtnQty;Quantidade em aberto para devolução;1609
54475;AgrNo;Número do contrato;1609
54476;AgrLnNum;Número da linha do contrato;1609
54477;CredOrigin;Indicador da Origem do Crédito;1609
54478;Surpluses;Excedentes;1609
54479;DefBreak;Defeito e quebra;1609
5448;unitMsr;Unidade;161
54480;Shortages;Faltas;1609
54481;UomEntry;Entrada de unidade de medida;1609
54482;UomEntry2;Entrada de unidade de medida se unidade base;1609
54483;UomCode;Código da UM;1609
54484;UomCode2;Código de unidade de medida se unidade base;1609
54485;FromWhsCod;Do código de depósito;1609
54486;NeedQty;Considerar quantidade de itens;1609
54487;PartRetire;Baixa parcial;1609
54488;RetireQty;Quantidade da aposentadoria;1609
54489;RetireAPC;Custos de aquisição e de produção de aposentadoria;1609
5449;DocEntry;ID interno do documento;162
54490;RetirAPCFC;ME de custos de aquisição e de produção de aposentadoria;1609
54491;RetirAPCSC;MS de custos de aquisição e de produção de aposentadoria;1609
54492;InvQty;Quantidade - Unidade de medida de estoque;1609
54493;OpenInvQty;Quantidade pendente (UM do estoque);1609
54494;EnSetCost;Ativar Definir custo do item na devolução;1609
54495;RetCost;Custo de devolução na devolução de contas a receber;1609
54496;Incoterms;Incoterms;1609
54497;TransMod;Modo de transporte;1609
54498;LineVendor;Código de fornecedor de linha;1609
54499;DistribIS;Distribuir despesas adicionais Intrastat;1609
545;Factor4;Fator 4;35
5450;LineNum;Nº da linha;162
54500;ISDistrb;Montante de distribuição Intrastat;1609
54501;ISDistrbFC;Montante de distribuição Intrastat (ME);1609
54502;ISDistrbSC;Montante de distribuição Intrastat (MS);1609
54503;IsByPrdct;Item é subproduto;1609
54504;ItemType;Tipo de item;1609
54505;PriceEdit;Preço editado pelo usuário;1609
54506;PrntLnNum;Nº da linha superior;1609
54507;LinePoPrss;Processo do PC de linha;1609
54508;FreeChrgBP;Gratuito (parceiro de negócios);1609
